"Organisation Name","Town/City","County","Type & Rating","Route"
"Prince's Trust International","London",,"Worker (A rating)","Skilled Worker"
"Principal Accounting Ltd","London",,"Worker (A rating)","Skilled Worker"
"Principal Global Investors (Europe) Limited","London",,"Worker (A rating)","Skilled Worker"
"Principal Global Investors (Europe) Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Principal Search Partners Limited","London",,"Worker (A rating)","Skilled Worker"
"Pringle Richards Sharratt Limited","London","London","Worker (A rating)","Skilled Worker"
"PRINGLE'S CARE SERVICES LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"Pringuer-James Consulting Engineers Limited","London",,"Worker (A rating)","Skilled Worker"
"Prinova Europe Limited","London",,"Worker (A rating)","Skilled Worker"
"Prinova Europe Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PRINT ART FOR U LTD","London",,"Worker (A rating)","Skilled Worker"
"PRINT BRITANNIA LTD","London",,"Worker (A rating)","Skilled Worker"
"Print In London Ltd","London",,"Worker (A rating)","Skilled Worker"
"Print Traders Ltd","London",,"Worker (A rating)","Skilled Worker"
"Printlab (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Prior + Partners Ltd","London","England","Worker (A rating)","Skilled Worker"
"PRIORITY ACCOUNTANCY LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"PRIORITY CONSULTANCY LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Priority One IT Ltd","London",,"Worker (A rating)","Skilled Worker"
"Priory Group","London",,"Worker (A rating)","Skilled Worker"
"Priory Nursing Agency & Homecare Ltd","London",,"Worker (A rating)","Skilled Worker"
"Priscilla Wakefield House","London",,"Worker (A rating)","Skilled Worker"
"Prism Administration Limited","London",,"Worker (A rating)","Skilled Worker"
"PRISM Energy International London Office","London",,"Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"PRISM Energy International London Office","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PRISM Energy International London Office","London",,"Worker (A rating)","Skilled Worker"
"Prism Financial Products LLP","London",,"Worker (A rating)","Skilled Worker"
"Prism Financial Products LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PRISM FIRE TECH LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"Prism Glass Ltd","Greater London",,"Worker (A rating)","Skilled Worker"
"Prism Global (UKEUR) Limited","London",,"Worker (A rating)","Skilled Worker"
"PRISMCHECK UK LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Prison Advice and Care Trust","London","Greater London","Worker (A rating)","Skilled Worker"
"Pristine Dry Cleaners Ltd","London",,"Worker (A rating)","Skilled Worker"
"Pristine Recruitment Ltd","Barnet","London","Worker (A rating)","Skilled Worker"
"PRITCH LEATHER LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Privacy International","London",,"Worker (A rating)","Skilled Worker"
"Privacy International","London",,"Temporary Worker (A rating)","Charity Worker"
"PrivacyCo Ltd","London",,"Worker (A rating)","Skilled Worker"
"Privalgo Limited","London","City of London","Worker (A rating)","Skilled Worker"
"PRIVATE EQUITY INSIGHTS LIMITED","London","UK","Worker (A rating)","Skilled Worker"
"PRIVATE EQUITY RECRUITMENT LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"PRIVATE ISLAND LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Private Jet Charter Ltd","Finchley","London","Worker (A rating)","Skilled Worker"
"PRIVEV LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Priviledge Gateway Ltd","London",,"Worker (A rating)","Skilled Worker"
"PRIVILEGE DEVELOPMENTS LTD","London",,"Worker (A rating)","Skilled Worker"
"Prix Limited","London",,"Worker (A rating)","Skilled Worker"
"PRIYA & JOSLINE RESTAURANTS LTD","London",,"Worker (A rating)","Skilled Worker"
"PRIYAL LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Prizma Windows Ltd","London",,"Worker (A rating)","Skilled Worker"
"Prizreni Cafe LTD","London",,"Worker (A rating)","Skilled Worker"
"PRKG LTD","London",,"Worker (A rating)","Skilled Worker"
"PRMO Holdings UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"PRO AS Limited","London",,"Worker (A rating)","Skilled Worker"
"PRO HIRE PARTNERS LTD","London",,"Worker (A rating)","Skilled Worker"
"Pro Repairs Limited","London",,"Worker (A rating)","Skilled Worker"
"Pro Syndicate Ltd","BARKING","London","Worker (A rating)","Skilled Worker"
"ProArch IT Solutions Limited","London",,"Worker (A rating)","Skilled Worker"
"ProArch IT Solutions Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Proback Clinic Victoria Ltd","London","London","Worker (A rating)","Skilled Worker"
"Probitas 1492 Services Limited","London",,"Worker (A rating)","Skilled Worker"
"Probity One Limited","London",,"Worker (A rating)","Skilled Worker"
"PROCAM TAKE 2 LTD","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PROCARE TEAM LTD","London",,"Worker (A rating)","Skilled Worker"
"PROCAT INTERNATIONAL LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Proceed Data Management Limited","London",,"Worker (A rating)","Skilled Worker"
"PROCEPT BioRobotics UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PROCEPT BioRobotics UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Process Wastewater Technologies Limited","London",,"Worker (A rating)","Skilled Worker"
"Procility Global Ltd","London",,"Worker (A rating)","Skilled Worker"
"Proclean Cleaning maintenance services ltd","London",,"Worker (A rating)","Skilled Worker"
"Proclinical","London","Greater London","Worker (A rating)","Skilled Worker"
"ProColombia - Colombian Embassy in the UK","London",,"Temporary Worker (A rating)","International Agreement"
"Procore UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Procore UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Proctor and Matthews Limited","London",,"Worker (A rating)","Skilled Worker"
"PROCURATO LTD","London",,"Worker (A rating)","Skilled Worker"
"Procurement Direct Ltd T/A Nexus Conference","London",,"Worker (A rating)","Skilled Worker"
"Procurement Leaders Limited","London",,"Worker (A rating)","Skilled Worker"
"Procurement Leaders Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"ProcurePro UK Limited","London",,"Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"ProcureTech Limited","London",,"Worker (A rating)","Skilled Worker"
"PRODA LTD","London",,"Worker (A rating)","Skilled Worker"
"PRODCO PRODUCTIONS LTD","London",,"Temporary Worker (A rating)","Creative Worker"
"Prodent Spanish Place Limited","London",,"Worker (A rating)","Skilled Worker"
"PRODHKS LTD","london",,"Worker (A rating)","Skilled Worker"
"PRODIGENIUS CONSULTING SOLUTIONS LTD","London",,"Worker (A rating)","Skilled Worker"
"Prodigious UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Prodigious UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Prodigy Finance Limited","London",,"Worker (A rating)","Skilled Worker"
"Prodigy Finance Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Prodigy Snacks Ltd","London",,"Worker (A rating)","Skilled Worker"
"Producers Direct","London",,"Worker (A rating)","Skilled Worker"
"Product Marketing Alliance Ltd","London",,"Worker (A rating)","Skilled Worker"
"PRODUCTION HOUSE LONDON LTD","Stoke-On-Trent","Stoke-On-Trent","Worker (A rating)","Skilled Worker"
"PRODUCTION HOUSE LONDON LTD","Stoke-On-Trent","Stoke-On-Trent","Temporary Worker (A rating)","Creative Worker"
"PRODUCTOO LIMITED","London",,"Worker (A rating)","Skilled Worker"
"PRODYNA UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Professional Advantage Ltd","London",,"Worker (A rating)","Skilled Worker"
"Professional Game Match Officials Limited","London",,"Worker (A rating)","Skilled Worker"
"Professional Services Group Ltd","London",,"Worker (A rating)","Skilled Worker"
"Professional Services Limited Partnership","London",,"Worker (A rating)","Skilled Worker"
"PROFICIENCY DESIGN & BUILD LTD","London",,"Worker (A rating)","Skilled Worker"
"Profile Books Limited","London",,"Worker (A rating)","Skilled Worker"
"Profile Software (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Profiles Creative Limited","London",,"Worker (A rating)","Skilled Worker"
"Profinda Limited","London",,"Worker (A rating)","Skilled Worker"
"Profisee Software UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Profisee Software UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PROFITAX ACCOUNTANCY LIMITED","London",,"Worker (A rating)","Skilled Worker"
"PROFITROOM LTD","London",,"Worker (A rating)","Skilled Worker"
"PROFOUNDLY U.K. LTD","London",,"Worker (A rating)","Skilled Worker"
"Profusion Media Ltd","London","England","Worker (A rating)","Skilled Worker"
"Program Planning Professionals Limited (Pcubed)","London",,"Worker (A rating)","Skilled Worker"
"Program Planning Professionals Limited (Pcubed)","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Programmai Limited","London",,"Worker (A rating)","Skilled Worker"
"Progressive Builders Limited","London",,"Worker (A rating)","Skilled Worker"
"Progressive Education Consultants UK Ltd T/A Mail boxes Etc.","London",,"Worker (A rating)","Skilled Worker"
"Progressive IT Services LTD","London",,"Worker (A rating)","Skilled Worker"
"Progressive Technology Solutions Limited","London",,"Worker (A rating)","Skilled Worker"
"Progressive UK Recruitment Ltd","Waltham Cross","Greater London","Worker (A rating)","Skilled Worker"
"Proinsight Research Ltd","London",,"Worker (A rating)","Skilled Worker"
"Project 1972 UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Project 1972 UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Project 23rd Cenutry Ltd","London",,"Worker (A rating)","Skilled Worker"
"Project A Ventures Management","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Project A Ventures Management","London",,"Worker (A rating)","Skilled Worker"
"Project Associates UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Project Associates UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Project Etopia","London",,"Worker (A rating)","Skilled Worker"
"Project Infinity Technologies Limited","London",,"Worker (A rating)","Skilled Worker"
"PROJECT TWENTY ONE LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Projective Group UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Projective Group UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Projective Group UK Limited","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Projectus Consulting","London",,"Worker (A rating)","Skilled Worker"
"Prokarium Limited","London",,"Worker (A rating)","Skilled Worker"
"Prolifics Inc","London",,"Worker (A rating)","Skilled Worker"
"Prolifics Inc","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Proman Recruitment limited","london",,"Worker (A rating)","Skilled Worker"
"Promax Ventures limited","London",,"Worker (A rating)","Skilled Worker"
"Promeritum Investment Management LLP","London",,"Worker (A rating)","Skilled Worker"
"PROMET TECHNOLOGY LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Promise Corporation Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Promise Corporation Limited","London",,"Worker (A rating)","Skilled Worker"
"Promittere Recruitment LTD","London",,"Worker (A rating)","Skilled Worker"
"Promos World Limited","London","Middlesex","Worker (A rating)","Skilled Worker"
"PromoVeritas Limited","Pinner","London","Worker (A rating)","Skilled Worker"
"PROMPT VEHICLE MANAGEMENT LTD","London",,"Worker (A rating)","Skilled Worker"
"PRONE CONSULTANT LIMITED","London",,"Worker (A rating)","Skilled Worker"
"PRONE CONSULTANT LIMITED","London",,"Temporary Worker (A rating)","Creative Worker"
"Pronet Gaming Ltd","London",,"Worker (A rating)","Skilled Worker"
"Pronovias UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Proof 1 Ltd","London",,"Worker (A rating)","Skilled Worker"
"Proof Drinks Ltd","London",,"Worker (A rating)","Skilled Worker"
"Proof London Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PROP80 LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Propav Infrastructure Ltd","London",,"Worker (A rating)","Skilled Worker"
"Propdevelop Ltd.","London",,"Worker (A rating)","Skilled Worker"
"Propel Digital","London",,"Worker (A rating)","Skilled Worker"
"PROPEL LEARNING LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"PROPELLER COMMUNICATIONS LTD","ISLINGTON","LONDON","Worker (A rating)","Skilled Worker"
"Propeller PR and Content Limited","London",,"Worker (A rating)","Skilled Worker"
"PROPELLERFISH LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Proper Genies Ltd","London",,"Worker (A rating)","Skilled Worker"
"Proper M Ltd","London",,"Worker (A rating)","Skilled Worker"
"PROPERTEERS GROUP LIMITED","London",,"Worker (A rating)","Skilled Worker"
"PROPERTY INVESTMENT FOR LIFE LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Property Legal 101 Ltd","London",,"Worker (A rating)","Skilled Worker"
"Property Links International Ltd.","London",,"Worker (A rating)","Skilled Worker"
"Property Management (North London) Limited T/A Acorn Property Group","London",,"Worker (A rating)","Skilled Worker"
"Property Market Analysis LLP","London",,"Worker (A rating)","Skilled Worker"
"Property Partners Management Limited","London",,"Worker (A rating)","Skilled Worker"
"Property Service Group Ltd","London",,"Worker (A rating)","Skilled Worker"
"PROPERTYLIMITEDJO LTD","London",,"Worker (A rating)","Skilled Worker"
"Propertyloop Limited","London",,"Worker (A rating)","Skilled Worker"
"ProPharmace Limited","London",,"Worker (A rating)","Skilled Worker"
"Prophet Brand Strategy Limited","London",,"Worker (A rating)","Skilled Worker"
"Prophet Brand Strategy Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Proprietary Association of Great Britain (PAGB)","London",,"Worker (A rating)","Skilled Worker"
"Proprium Capital Management (UK) LLP","London",,"Worker (A rating)","Skilled Worker"
"PropTech Connect","London","England","Worker (A rating)","Skilled Worker"
"PROPUS TECH LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Proquest Solutions Limited","London",,"Worker (A rating)","Skilled Worker"
"ProQuo AI International Limited","London",,"Worker (A rating)","Skilled Worker"
"PRORITAS HEALTH CARE PROFESSIONALS LTD","London",,"Worker (A rating)","Skilled Worker"
"PROS Europe Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"PROS Europe Limited","London",,"Worker (A rating)","Skilled Worker"
"Prosapient","London",,"Worker (A rating)","Skilled Worker"
"Proseed Property Limited","London","England","Worker (A rating)","Skilled Worker"
"Proseed UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Prosek UK Limited","LONDON",,"Worker (A rating)","Skilled Worker"
"Prosek UK Limited","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Proskauer Rose (UK) LLP","London",,"Worker (A rating)","Skilled Worker"
"Proskauer Rose (UK) LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Prospect Education (Technology) Trust","London",,"Worker (A rating)","Skilled Worker"
"Prospect Sporting Insights Limited","London",,"Worker (A rating)","Skilled Worker"
"Prosper Robotics Ltd","London",,"Worker (A rating)","Skilled Worker"
"PROSPERA CAPITAL PARTNERS (WEST) LTD","London",,"Worker (A rating)","Skilled Worker"
"Prosperia Consulting Ltd","London",,"Worker (A rating)","Skilled Worker"
"Prosperise Capital LLP","London",,"Worker (A rating)","Skilled Worker"
"Prospero Group","London",,"Worker (A rating)","Skilled Worker"
"Prostate Cancer Research","London",,"Worker (A rating)","Skilled Worker"
